time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-10-07T14:12:48.530Z,1.0749,126.655,21.88,4.2,mb,,86,0.772,1.01,us,us70005unm,2019-10-16T18:23:34.040Z,"85km WNW of Kota Ternate, Indonesia",earthquake,8.6,6.4,0.159,11,reviewed,us,us
2019-10-07T13:18:28.419Z,-21.3093,-178.8614,573.86,4.3,mb,,120,4.587,0.51,us,us70005unl,2019-10-16T16:58:32.040Z,"74km SSW of Ndoi Island, Fiji",earthquake,12.8,5.7,0.085,39,reviewed,us,us
2019-10-07T04:50:47.050Z,-23.0271,-66.5352,193.87,4.8,mb,,65,1.516,1.04,us,us70005ric,2019-10-17T04:04:01.040Z,"89km WNW of El Aguilar, Argentina",earthquake,11.3,6.2,0.029,368,reviewed,us,us
2019-10-07T03:46:47.693Z,-19.9715,169.4501,110.96,4.7,mb,,111,3.224,1.12,us,us70005rhy,2019-10-17T03:27:41.040Z,"50km SSE of Isangel, Vanuatu",earthquake,9.7,5.9,0.075,54,reviewed,us,us
2019-10-07T03:29:48.380Z,-38.2416,177.1453,43.38,4.9,mww,,78,0.395,0.83,us,us70005rhr,2019-10-17T03:26:41.466Z,"21km SW of Opotiki, New Zealand",earthquake,10,4.9,0.069,20,reviewed,us,us
2019-10-07T00:16:58.485Z,-59.7842,-26.2635,35,5.3,mb,,37,7.836,0.79,us,us70005rgp,2019-10-07T01:55:00.040Z,"84km S of Bristol Island, South Sandwich Islands",earthquake,9,1.9,0.05,136,reviewed,us,us
2019-10-06T17:13:40.048Z,-59.1445,-26.2563,130.28,5,mb,,83,7.441,0.57,us,us70005rcr,2019-10-06T17:32:47.040Z,"19km SE of Bristol Island, South Sandwich Islands",earthquake,11.4,8,0.078,53,reviewed,us,us
2019-10-06T16:19:16.404Z,-22.7821,-70.8763,15.39,4.3,mb,,169,0.625,0.92,us,us70005rcg,2019-10-15T19:36:42.040Z,"103km SW of Tocopilla, Chile",earthquake,6,2.8,0.377,3,reviewed,us,us
2019-10-06T16:09:01.134Z,-20.4112,-178.3952,533.37,4.4,mb,,95,4.279,0.76,us,us70005udu,2019-10-15T19:27:19.040Z,"41km NE of Ndoi Island, Fiji",earthquake,11.1,8.6,0.105,26,reviewed,us,us
2019-10-06T15:51:13.725Z,-22.9355,-69.253,69.2,4,ml,,82,0.372,0.75,us,us70005rcc,2019-10-06T16:21:15.040Z,"61km SSW of Calama, Chile",earthquake,5,12.9,0.059,38,reviewed,us,us
2019-10-06T15:50:34.807Z,0.9728,126.6418,46.61,4.6,mb,,79,0.751,0.64,us,us70005rc7,2019-10-15T19:13:05.040Z,"83km WNW of Kota Ternate, Indonesia",earthquake,8.1,8.2,0.098,31,reviewed,us,us
2019-10-06T15:30:16.808Z,3.832,124.0537,413.7,4,mb,,85,4.241,0.81,us,us70005udt,2019-10-15T19:10:05.040Z,"233km SW of Sarangani, Philippines",earthquake,13.5,10.8,0.122,18,reviewed,us,us
2019-10-06T15:05:36.713Z,-20.4908,-178.8776,627.91,4.2,mb,,91,3.985,0.77,us,us70005uds,2019-10-15T18:56:02.040Z,"25km NW of Ndoi Island, Fiji",earthquake,14.1,9.6,0.089,35,reviewed,us,us
2019-10-06T12:45:05.799Z,-5.9678,130.4747,98.59,4.3,mb,,127,2.162,0.74,us,us70005raz,2019-10-06T13:09:23.040Z,"238km NNW of Saumlaki, Indonesia",earthquake,4.4,10.3,0.148,13,reviewed,us,us
2019-10-06T10:41:17.727Z,4.0851,97.152,10,4.4,mb,,140,1.154,0.65,us,us70005r9m,2019-10-06T11:28:27.040Z,"100km WSW of Langsa, Indonesia",earthquake,6.5,1.9,0.179,9,reviewed,us,us
2019-10-06T10:40:55.830Z,-21.9017,-68.5677,112.38,5.9,mww,,67,0.635,1.02,us,us70005r9l,2019-10-12T07:33:39.358Z,"73km NNE of Calama, Chile",earthquake,6.4,6,0.073,18,reviewed,us,us
2019-10-06T10:00:36.701Z,-39.1244,174.7909,228.71,4.3,mb,,43,0.612,0.61,us,us70005r9c,2019-10-06T10:57:03.701Z,"51km ESE of Waitara, New Zealand",earthquake,7.8,7.3,0.123,19,reviewed,us,us
2019-10-05T20:06:36.370Z,-5.6866,142.4403,10,4.4,mb,,102,5.96,1.03,us,us70005r58,2019-10-09T05:03:19.040Z,"87km WSW of Porgera, Papua New Guinea",earthquake,10.2,1.9,0.12,20,reviewed,us,us
2019-10-05T18:57:58.273Z,-32.5078,-71.7258,57.8,4.2,mwr,,73,0.365,0.59,us,us70005r4r,2019-10-08T17:33:02.534Z,"46km W of La Ligua, Chile",earthquake,5.2,4.9,0.066,22,reviewed,us,us
2019-10-05T17:11:08.088Z,5.6665,126.5312,75.8,4.6,mb,,92,1.684,0.83,us,us70005r4c,2019-10-08T15:51:10.040Z,"86km SSE of Pondaguitan, Philippines",earthquake,3.1,6.5,0.068,65,reviewed,us,us
2019-10-05T14:28:49.577Z,-6.3821,147.7239,73.02,5.1,mww,,41,3.054,0.85,us,us70005r30,2019-10-05T14:44:13.040Z,"29km NNW of Finschhafen, Papua New Guinea",earthquake,7.5,7,0.071,19,reviewed,us,us
2019-10-05T13:33:11.931Z,-6.7187,129.9101,152.06,4.9,mb,,100,1.863,0.55,us,us70005r2t,2019-10-05T13:48:31.040Z,"206km NW of Saumlaki, Indonesia",earthquake,8.4,4.9,0.162,12,reviewed,us,us
2019-10-05T06:10:52.447Z,-13.2432,167.2339,199.02,4.7,mb,,144,2.191,0.66,us,us70005r0n,2019-10-05T07:19:00.040Z,"78km NNW of Sola, Vanuatu",earthquake,13.4,7.8,0.091,37,reviewed,us,us
2019-10-05T05:27:27.542Z,-5.7553,133.7874,10,4.6,mb,,54,3.207,0.71,us,us70005r0j,2019-10-05T06:49:16.040Z,"47km W of Dobo, Indonesia",earthquake,6.9,1.9,0.146,14,reviewed,us,us
2019-10-05T04:38:33.886Z,-58.7364,-23.4507,10,4.5,mb,,86,15.454,1.13,us,us70005u3r,2019-10-14T21:23:28.040Z,"179km E of Bristol Island, South Sandwich Islands",earthquake,11.8,1.9,0.157,12,reviewed,us,us
2019-10-05T00:38:50.168Z,-18.0192,-177.8679,571.71,4.7,mb,,86,3.698,1.17,us,us70005qzd,2019-10-05T01:40:55.040Z,"Fiji region",earthquake,13.6,7.6,0.091,37,reviewed,us,us
2019-10-04T22:42:26.832Z,-52.5675,28.2025,10,4.4,mb,,138,16.51,0.61,us,us70005tgy,2019-10-12T02:52:27.040Z,"South of Africa",earthquake,15.6,2,0.13,17,reviewed,us,us
2019-10-04T21:59:45.759Z,2.6703,98.982,160.17,4.3,mb,,76,0.062,0.9,us,us70005tgw,2019-10-12T02:36:32.040Z,"5km E of Parapat, Indonesia",earthquake,7.5,1.6,0.178,9,reviewed,us,us
2019-10-04T21:21:56.656Z,4.6462,94.3809,41.6,4.3,mb,,108,2.621,0.73,us,us70005tgv,2019-10-12T02:31:29.040Z,"145km SW of Banda Aceh, Indonesia",earthquake,5.9,9.8,0.133,16,reviewed,us,us
2019-10-04T17:03:49.759Z,-6.2245,155.2312,160.34,4.9,mb,,78,3.662,0.58,us,us70005qsj,2019-10-05T14:50:00.040Z,"29km WNW of Panguna, Papua New Guinea",earthquake,9.9,5.2,0.034,272,reviewed,us,us
2019-10-04T14:55:05.951Z,-22.8685,-66.1426,230.43,4,mb,,69,1.879,0.89,us,us70005qpi,2019-10-08T07:01:12.040Z,"48km WSW of Abra Pampa, Argentina",earthquake,10.1,12.9,0.298,3,reviewed,us,us
2019-10-04T13:19:30.712Z,-5.2689,133.927,41.81,5,mb,,90,2.872,1.17,us,us70005qnt,2019-10-04T13:35:43.040Z,"63km NNW of Dobo, Indonesia",earthquake,9,8.2,0.127,20,reviewed,us,us
2019-10-04T12:14:55.899Z,-24.1386,-67.1109,206.56,4.3,mb,,168,1.534,0.96,us,us70005qn8,2019-10-04T13:01:17.040Z,"80km W of San Antonio de los Cobres, Argentina",earthquake,10.6,5.6,0.266,4,reviewed,us,us
2019-10-04T06:14:12.618Z,-61.0636,-39.0505,10,4.8,mb,,65,6.936,0.81,us,us70005ql3,2019-10-04T07:03:04.040Z,"Scotia Sea",earthquake,7.4,1.9,0.139,16,reviewed,us,us
2019-10-04T04:02:26.380Z,-18.6252,-71.1732,17.74,4.9,mww,,146,1.606,1.12,us,us70005qk0,2019-10-04T04:44:14.593Z,"93km W of Arica, Chile",earthquake,7.6,4.5,0.069,20,reviewed,us,us
2019-10-04T03:22:23.333Z,-3.0997,138.4094,10,4.2,mb,,113,2.364,1.05,us,us70005tgd,2019-10-11T23:29:35.040Z,"246km ENE of Enarotali, Indonesia",earthquake,11.1,1.9,0.236,5,reviewed,us,us
2019-10-04T03:08:11.720Z,-29.6439,-72.7592,10,4.5,mwr,,100,1.35,1.19,us,us70005qjx,2019-10-04T03:29:09.040Z,"141km WNW of Coquimbo, Chile",earthquake,6.6,1.9,,,reviewed,us,guc
2019-10-04T02:14:03.548Z,5.5063,126.4969,99.62,4.3,mb,,176,1.801,0.98,us,us70005tgb,2019-10-11T23:04:30.040Z,"100km SSE of Pondaguitan, Philippines",earthquake,11.3,12.2,0.177,9,reviewed,us,us
2019-10-04T01:05:59.432Z,5.7006,126.5277,87.08,4.5,mb,,117,1.654,0.68,us,us70005tg8,2019-10-11T21:26:53.040Z,"82km SSE of Pondaguitan, Philippines",earthquake,10.8,9.7,0.164,11,reviewed,us,us
2019-10-04T00:59:56.362Z,-15.2888,-172.9498,10,4.7,mb,,77,1.78,1.27,us,us70005tg7,2019-10-12T02:23:53.040Z,"112km NE of Hihifo, Tonga",earthquake,8.3,1.9,0.137,16,reviewed,us,us
2019-10-04T00:45:57.701Z,1.4041,125.7481,51.84,4.7,mb,,81,1.735,1.31,us,us70005qj2,2019-10-04T01:56:56.040Z,"63km E of Bitung, Indonesia",earthquake,5.9,8,0.081,46,reviewed,us,us
2019-10-03T23:20:44.742Z,-8.4624,160.1474,86.89,4.5,mb,,132,14.827,0.29,us,us70005tfq,2019-10-12T02:04:30.040Z,"69km WNW of Auki, Solomon Islands",earthquake,15,14.8,0.131,17,reviewed,us,us
2019-10-03T21:12:25.956Z,-2.7788,138.4972,25.73,4.7,mb,,83,6.242,0.76,us,us70005qh0,2019-10-04T02:16:27.040Z,"232km W of Abepura, Indonesia",earthquake,8.3,6.2,0.108,26,reviewed,us,us
2019-10-03T18:26:13.200Z,-2.7049,138.4343,35,4.3,mb,,90,2.275,0.88,us,us70005qbz,2019-10-13T17:04:33.040Z,"239km W of Abepura, Indonesia",earthquake,9.4,2,0.104,26,reviewed,us,us
2019-10-03T18:18:52.096Z,-55.8708,-27.5922,85.67,4.2,mb,,126,5.352,0.58,us,us70005tfn,2019-10-13T18:07:26.040Z,"95km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.2,7.8,0.199,7,reviewed,us,us
2019-10-03T17:49:44.793Z,-2.6521,138.3374,19.18,4.5,mb,,61,2.368,0.9,us,us70005tfi,2019-10-13T17:29:17.040Z,"249km W of Abepura, Indonesia",earthquake,6.7,4.8,0.094,33,reviewed,us,us
2019-10-03T14:33:09.139Z,-2.7069,138.3219,51.47,5.5,mww,,37,6.069,0.94,us,us70005q83,2019-10-04T14:34:50.032Z,"251km W of Abepura, Indonesia",earthquake,8.4,7.1,0.059,28,reviewed,us,us
2019-10-03T08:57:05.203Z,-20.2435,-173.3522,10,4.5,mb,,45,3.43,0.77,us,us70005q64,2019-10-03T12:21:15.040Z,"115km ESE of Pangai, Tonga",earthquake,9.5,1.9,0.14,15,reviewed,us,us
2019-10-03T08:41:19.475Z,-3.6426,128.523,10,4.7,mb,,52,3.788,0.75,us,us70005q5z,2019-10-03T09:35:20.009Z,"14km SSE of Pelau, Indonesia",earthquake,7.9,1.9,0.096,33,reviewed,us,us
2019-10-03T01:55:10.069Z,-56.2523,-27.5311,121.03,4.9,mb,,80,5.487,0.77,us,us70005q41,2019-10-03T02:40:24.040Z,"53km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.3,6.4,0.109,26,reviewed,us,us
2019-10-03T01:11:43.613Z,-57.0241,-30.5116,10,5.1,mb,,75,4.358,0.62,us,us70005q3b,2019-10-03T01:34:42.040Z,"205km WSW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.9,1.8,0.095,36,reviewed,us,us
2019-10-02T21:43:00.925Z,-5.5128,-80.8755,35,4.5,mb,,148,3.43,0.68,us,us70005q1k,2019-10-03T12:21:58.602Z,"7km NW of Sechura, Peru",earthquake,4.5,2,0.124,19,reviewed,us,us
2019-10-02T21:38:19.935Z,5.1269,94.7801,69.32,4.6,mb,,136,2.16,0.57,us,us70005q1u,2019-10-02T22:24:16.040Z,"76km SW of Banda Aceh, Indonesia",earthquake,7.8,5.2,0.101,29,reviewed,us,us
2019-10-02T20:31:00.009Z,-41.2256,80.6056,10,4.5,mb,,82,46.383,0.59,us,us70005tef,2019-10-13T16:31:42.040Z,"Mid-Indian Ridge",earthquake,11.2,1.9,0.171,10,reviewed,us,us
2019-10-02T19:44:29.783Z,3.4982,64.1091,10,4.5,mb,,178,31.194,0.59,us,us70005ted,2019-10-13T14:51:16.040Z,"Carlsberg Ridge",earthquake,14,1.9,0.111,24,reviewed,us,us
2019-10-02T18:41:49.210Z,-5.641,147.3294,160.77,4,mb,,171,3.574,0.65,us,us70005tea,2019-10-13T14:42:59.040Z,"121km NNW of Finschhafen, Papua New Guinea",earthquake,15.1,11.4,0.164,10,reviewed,us,us
2019-10-02T17:51:05.049Z,3.3164,63.9726,10,4.2,mb,,171,17.113,0.57,us,us70005te9,2019-10-13T14:26:35.040Z,"Carlsberg Ridge",earthquake,10.1,1.9,0.176,9,reviewed,us,us
2019-10-02T17:26:50.626Z,-23.4133,-67.5562,124.7,4.8,mww,,46,0.734,1.28,us,us70005pvy,2019-10-13T13:58:12.040Z,"87km SE of San Pedro de Atacama, Chile",earthquake,4.6,5.5,0.075,17,reviewed,us,us
2019-10-02T16:58:52.742Z,-53.509,24.9828,10,4.6,mb,,82,21.331,0.82,us,us70005te6,2019-10-16T01:15:54.040Z,"South of Africa",earthquake,11.9,1.8,0.104,28,reviewed,us,us
2019-10-02T15:13:28.149Z,-3.7167,-12.0851,10,4.8,mb,,105,21.633,0.71,us,us70005te4,2019-10-16T00:56:09.040Z,"North of Ascension Island",earthquake,9.4,1.9,0.116,23,reviewed,us,us
2019-10-02T14:24:31.425Z,-2.6655,138.8194,35,5.1,mb,,58,6.567,0.58,us,us70005pt7,2019-10-02T15:09:47.040Z,"196km W of Abepura, Indonesia",earthquake,8.9,2,0.058,106,reviewed,us,us
2019-10-02T13:50:15.922Z,-5.0489,151.5583,46.01,4.2,mb,,106,1.044,0.39,us,us70005psw,2019-10-03T05:35:32.040Z,"109km SW of Kokopo, Papua New Guinea",earthquake,8.8,4.6,0.147,13,reviewed,us,us
2019-10-02T12:54:29.921Z,-3.4869,131.0092,10,4.5,mb,,89,1.36,0.82,us,us70005psm,2019-10-03T05:32:00.040Z,"233km E of Amahai, Indonesia",earthquake,5.6,1.6,0.104,27,reviewed,us,us
2019-10-02T10:29:55.498Z,3.5138,64.1047,10,4.7,mb,,111,11.85,0.61,us,us70005prz,2019-10-02T10:46:24.040Z,"Carlsberg Ridge",earthquake,11.9,1.9,0.085,42,reviewed,us,us
2019-10-02T09:18:31.497Z,-23.8072,-66.8133,217.37,4.1,mb,,166,1.516,0.68,us,us70005pr8,2019-10-03T05:11:20.040Z,"67km NW of San Antonio de los Cobres, Argentina",earthquake,11.9,9.8,0.214,6,reviewed,us,us
2019-10-02T08:52:35.724Z,-24.1803,-66.9929,178.41,4.3,mb,,58,1.636,1.1,us,us70005pr0,2019-10-02T09:59:42.040Z,"68km W of San Antonio de los Cobres, Argentina",earthquake,8.9,10.1,0.142,14,reviewed,us,us
2019-10-02T07:11:10.116Z,-29.7158,-72.8403,10,4.7,mb,,100,1.406,1.32,us,us70005pq8,2019-10-02T08:03:38.040Z,"147km W of Coquimbo, Chile",earthquake,6.8,1.8,0.108,33,reviewed,us,us
2019-10-01T22:25:08.298Z,-22.5884,-10.6237,10,5.2,mww,,43,8.042,0.93,us,us70005pl8,2019-10-01T22:44:29.040Z,"Southern Mid-Atlantic Ridge",earthquake,9.6,1.8,0.089,12,reviewed,us,us
2019-10-01T19:57:10.204Z,-55.25,158.4184,10,5.5,mww,,96,10.487,1.03,us,usd000b35a,2019-10-02T19:59:12.917Z,"91km SSW of Macquarie Island, Australia",earthquake,10.8,1.9,0.059,28,reviewed,us,us
2019-10-01T19:23:46.513Z,-23.6804,-66.9094,206.73,4.6,mwr,,69,1.373,1.24,us,us70005phg,2019-10-03T15:18:38.040Z,"84km NW of San Antonio de los Cobres, Argentina",earthquake,8.5,7.7,,,reviewed,us,guc
2019-10-01T16:31:54.550Z,-53.3583,24.588,10,4.3,mb,,117,21.927,0.58,us,us70005t2d,2019-10-10T19:15:40.040Z,"South of Africa",earthquake,17.5,1.9,0.178,9,reviewed,us,us
2019-10-01T15:00:53.359Z,-17.8787,-178.1656,554.46,4.4,mb,,99,3.551,0.47,us,us70005t2c,2019-10-10T19:01:17.040Z,"Fiji region",earthquake,15.7,11.5,0.105,26,reviewed,us,us
2019-10-01T13:53:05.398Z,5.6463,-79.7302,10,4.4,mb,,173,4.288,0.62,us,us70005t2i,2019-10-10T18:43:25.040Z,"209km SSE of Tonosi, Panama",earthquake,10.5,2,0.378,4,reviewed,us,us
2019-10-01T11:42:54.054Z,-4.828,130.5081,84.77,4.5,mb,,94,2.571,0.76,us,us70005paz,2019-10-01T12:58:51.040Z,"241km SE of Amahai, Indonesia",earthquake,8.5,8.8,0.104,27,reviewed,us,us
2019-10-01T09:46:40.988Z,-32.0198,-68.0422,10,4.5,mb,,70,0.722,1.21,us,us70005pab,2019-10-01T13:30:26.040Z,"46km SSE of Caucete, Argentina",earthquake,5.1,1.9,0.205,7,reviewed,us,us
2019-10-01T07:41:53.727Z,-32.4976,79.9812,10,5.2,mb,,34,31.076,0.91,us,us70005p9h,2019-10-01T08:32:51.040Z,"Broken Ridge",earthquake,10.7,1.7,0.069,70,reviewed,us,us
2019-10-01T05:16:38.739Z,-39.2229,177.7288,10,5.3,mb,,88,0.841,1.37,us,us70005p7u,2019-10-01T21:09:29.905Z,"37km SE of Wairoa, New Zealand",earthquake,4,1.9,0.069,70,reviewed,us,us
2019-10-01T04:26:18.511Z,-23.1209,-66.7941,272.26,4.4,mb,,72,1.286,0.84,us,us70005p77,2019-10-01T05:05:56.040Z,"113km W of El Aguilar, Argentina",earthquake,8.6,10.7,0.17,10,reviewed,us,us
2019-10-01T03:56:07.917Z,-56.0048,-122.4696,10,5.9,mww,,50,27.541,0.85,us,us70005p73,2019-10-11T21:47:16.040Z,"Southern East Pacific Rise",earthquake,13,1.8,0.071,19,reviewed,us,us
2019-09-30T21:13:28.268Z,-18.04,-178.2666,630.29,4,mb,,230,3.517,0.31,us,us70005sli,2019-10-11T01:41:29.040Z,"292km N of Ndoi Island, Fiji",earthquake,21.2,12.6,0.122,18,reviewed,us,us
2019-09-30T21:07:27.153Z,-44.561,167.7946,10,4.3,mb,,63,0.837,1.01,us,us70005p3h,2019-10-10T23:38:40.210Z,"86km NW of Queenstown, New Zealand",earthquake,2.6,1.8,0.154,12,reviewed,us,us
2019-09-30T20:56:56.451Z,-50.4341,-6.8746,10,4.8,mb,,82,21.39,0.99,us,us70005slh,2019-10-10T18:42:54.040Z,"Southern Mid-Atlantic Ridge",earthquake,6.1,1.9,0.114,27,reviewed,us,us
2019-09-30T18:40:41.470Z,-5.4727,146.303,69.72,4.6,mb,,61,3.568,0.8,us,us70005p0z,2019-10-10T17:43:18.040Z,"62km ESE of Madang, Papua New Guinea",earthquake,5.3,9.8,0.109,25,reviewed,us,us
2019-09-30T17:59:53.343Z,-4.7957,151.2083,10,4.1,mb,,123,1.126,0.81,us,us70005p09,2019-10-10T17:24:31.040Z,"125km WSW of Rabaul, Papua New Guinea",earthquake,7.8,2,0.184,8,reviewed,us,us
2019-09-30T16:54:36.732Z,-4.1946,150.8602,10,4.2,mb,,115,1.3,0.46,us,us70005sld,2019-10-09T19:39:54.040Z,"145km W of Rabaul, Papua New Guinea",earthquake,7.3,1.9,0.187,8,reviewed,us,us
2019-09-30T15:37:31.558Z,-5.1129,151.5435,10,4.5,mb,,106,1.104,1,us,us70005nxi,2019-10-09T19:24:35.040Z,"115km SW of Kokopo, Papua New Guinea",earthquake,8.5,1.9,0.132,17,reviewed,us,us
2019-09-30T15:17:37.661Z,-35.4781,-73.1241,10,4.3,mb,,185,1.268,0.36,us,us70005nwv,2019-10-09T19:20:04.040Z,"66km WSW of Constitucion, Chile",earthquake,9.5,2,0.306,3,reviewed,us,us
2019-09-30T14:06:53.242Z,-10.2021,116.0185,35.46,4.3,mb,,96,2.52,0.79,us,us70005slb,2019-10-09T19:12:11.040Z,"147km S of Kute, Indonesia",earthquake,4.7,7.8,0.154,12,reviewed,us,us
2019-09-30T13:59:47.691Z,-5.123,150.7657,68.72,4.1,mb,,151,4.568,0.41,us,us70005slc,2019-10-09T18:52:58.040Z,"83km NE of Kimbe, Papua New Guinea",earthquake,13.7,10.8,0.145,13,reviewed,us,us
2019-09-30T13:51:49.377Z,-30.4932,-177.2561,10,4.4,mb,,234,1.374,0.54,us,us70005sln,2019-10-09T18:43:24.040Z,"149km SSE of Raoul Island, New Zealand",earthquake,7.5,2,0.22,6,reviewed,us,us
2019-09-30T13:47:03.662Z,-3.6511,142.2946,43.33,4.1,mb,,74,1.948,0.31,us,us70005sla,2019-10-09T18:34:59.040Z,"57km S of Aitape, Papua New Guinea",earthquake,8.7,13.3,0.185,8,reviewed,us,us
2019-09-30T13:39:33.933Z,-17.6156,179.9142,603.51,4.7,mb,,59,1.779,0.8,us,us70005nvb,2019-10-09T18:17:20.040Z,"144km SSE of Lambasa, Fiji",earthquake,10.3,7.3,0.032,293,reviewed,us,us
2019-09-30T13:38:23.886Z,-5.0788,151.6144,6.67,4.3,mb,,172,1.037,0.72,us,us70005sl9,2019-10-09T18:14:56.040Z,"107km SW of Kokopo, Papua New Guinea",earthquake,6.8,10.4,0.189,8,reviewed,us,us
2019-09-30T13:30:09.993Z,-17.623,179.865,608.31,4.7,mb,,75,1.731,0.77,us,us70005nv5,2019-10-09T15:52:30.040Z,"143km SSE of Lambasa, Fiji",earthquake,11.1,8.3,0.03,328,reviewed,us,us
2019-09-30T11:53:22.338Z,-22.2093,-68.6552,110.58,5.6,mww,,33,0.682,1.54,us,us70005nud,2019-10-18T21:46:30.040Z,"40km NE of Calama, Chile",earthquake,6.5,5.5,0.071,19,reviewed,us,us
2019-09-30T10:35:16.221Z,-35.5261,-73.0992,22.21,4.4,mb,,184,1.221,1.26,us,us70005ntl,2019-10-07T10:16:25.040Z,"65km WSW of Constitucion, Chile",earthquake,4.9,7.3,0.381,2,reviewed,us,us
2019-09-30T09:21:50.130Z,-34.5799,-73.892,10,4.8,mb,,152,2.237,1.19,us,us70005nt0,2019-09-30T09:43:28.040Z,"158km WNW of Constitucion, Chile",earthquake,8,1.9,0.058,90,reviewed,us,us
2019-09-30T04:49:33.267Z,-35.4564,-72.9867,10.36,4.7,mb,,127,1.299,0.77,us,us70005nqz,2019-10-18T21:15:38.040Z,"53km WSW of Constitucion, Chile",earthquake,6.5,4.1,0.068,65,reviewed,us,us
2019-09-30T04:35:30.290Z,-5.0785,151.462,9.69,4.9,mb,,82,1.125,1.25,us,us70005nqx,2019-10-10T23:28:47.040Z,"119km SW of Kokopo, Papua New Guinea",earthquake,7.7,4.9,0.096,34,reviewed,us,us
2019-09-30T03:48:35.134Z,1.273,66.6922,10,4.3,mb,,114,6.349,1.2,us,us70005skv,2019-10-10T23:19:06.040Z,"Carlsberg Ridge",earthquake,10.2,1.9,0.138,15,reviewed,us,us
2019-09-30T02:55:22.244Z,-5.0151,151.4821,10,4.3,mb,,101,1.063,1.33,us,us70005skt,2019-10-10T05:23:41.040Z,"113km SW of Kokopo, Papua New Guinea",earthquake,5,1.9,0.133,16,reviewed,us,us
2019-09-30T02:54:17.822Z,-57.3514,-26.1035,92.79,4.5,mb,,107,6.609,0.98,us,us70005skr,2019-10-10T05:10:10.040Z,"98km SE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.4,5.7,0.111,24,reviewed,us,us
2019-09-30T02:52:52.782Z,-5.0602,151.4186,10,4.1,mb,,100,1.138,1.1,us,us70005sku,2019-10-10T05:02:01.040Z,"122km SW of Kokopo, Papua New Guinea",earthquake,6.8,1.9,0.131,16,reviewed,us,us
2019-09-30T02:52:24.236Z,-28.5937,60.635,10,4.6,mb,,134,12.72,0.89,us,us70005sks,2019-10-10T03:45:23.040Z,"Southwest Indian Ridge",earthquake,9.7,1.9,0.182,9,reviewed,us,us
2019-09-30T02:07:20.213Z,3.7319,64.3102,10,4.5,mb,,209,30.562,0.65,us,us70005skm,2019-10-10T00:49:55.040Z,"Carlsberg Ridge",earthquake,9.8,1.9,0.108,25,reviewed,us,us
2019-09-30T02:00:16.846Z,5.6781,126.4039,118.6,4.3,mb,,187,1.607,0.6,us,us70005skn,2019-10-10T00:39:59.040Z,"79km SSE of Pondaguitan, Philippines",earthquake,13.1,7.6,0.137,15,reviewed,us,us
2019-09-29T20:11:58.633Z,-35.4908,-72.9824,11.38,5.3,mb,,83,1.265,0.84,us,us70005nkr,2019-10-18T21:01:30.040Z,"54km WSW of Constitucion, Chile",earthquake,5.9,3.8,0.03,376,reviewed,us,us
2019-09-29T18:45:58.600Z,-35.4978,-73.1968,20.27,4.4,mb,,166,1.247,0.94,us,us70005nk0,2019-09-29T19:27:48.040Z,"73km WSW of Constitucion, Chile",earthquake,7.8,6.7,0.178,9,reviewed,us,us
2019-09-29T18:28:36.436Z,-35.459,-73.0888,19.45,4.5,mwr,,148,1.288,1.25,us,us70005njy,2019-09-29T18:57:03.040Z,"62km WSW of Constitucion, Chile",earthquake,6.2,5,,,reviewed,us,guc
2019-09-29T18:02:20.609Z,2.7044,127.166,43.72,4.5,mb,,174,1.93,0.89,us,us70005njv,2019-09-29T19:31:57.040Z,"143km NW of Tobelo, Indonesia",earthquake,11.1,11,0.121,20,reviewed,us,us
2019-09-29T17:48:10.974Z,-35.4366,-73.3754,23.73,4.4,mb,,152,1.317,0.97,us,us70005njs,2019-09-29T19:24:48.040Z,"87km W of Constitucion, Chile",earthquake,8.2,6,0.239,5,reviewed,us,us
2019-09-29T17:41:56.497Z,2.629,127.0766,37.68,4.8,mb,,156,1.867,0.78,us,us70005njr,2019-09-29T19:12:54.040Z,"143km NW of Tobelo, Indonesia",earthquake,14.4,8.9,0.091,37,reviewed,us,us
2019-09-29T17:12:35.555Z,-35.5328,-73.0967,20.15,4.3,mb,,162,1.214,1.16,us,us70005njk,2019-09-29T19:06:18.040Z,"65km WSW of Constitucion, Chile",earthquake,7.9,3.3,0.237,5,reviewed,us,us
2019-09-29T16:39:55.406Z,-35.4988,-73.1703,10,4.7,mb,,165,1.246,0.64,us,us70005nj1,2019-10-08T17:00:40.040Z,"70km WSW of Constitucion, Chile",earthquake,8.1,1.9,0.208,7,reviewed,us,us
2019-09-29T16:21:35.051Z,-35.4321,-73.1029,10,4.2,ml,,199,1.314,0.46,us,us70005niw,2019-10-08T16:54:28.708Z,"63km W of Constitucion, Chile",earthquake,6,2,0.056,42,reviewed,us,us
2019-09-29T16:13:01.581Z,-35.5273,-73.2157,10,4,ml,,205,1.218,0.31,us,us70005niq,2019-10-08T16:53:22.651Z,"75km WSW of Constitucion, Chile",earthquake,5.8,2,0.062,34,reviewed,us,us
